"month","year","logan2013","bear2015","weber2014"
4,1132,NA,NA,NA
5,1132,NA,NA,NA
6,1132,NA,NA,NA
7,1132,NA,NA,NA
8,1132,NA,NA,NA
9,1132,NA,NA,NA
10,1132,NA,NA,NA
11,1132,NA,NA,NA
12,1132,NA,NA,NA
1,1133,NA,NA,NA
2,1133,NA,NA,NA
3,1133,NA,NA,NA
4,1133,NA,NA,NA
5,1133,NA,NA,NA
6,1133,NA,NA,NA
7,1133,NA,NA,NA
8,1133,NA,NA,NA
9,1133,NA,NA,NA
10,1133,NA,NA,NA
11,1133,NA,NA,NA
12,1133,NA,NA,NA
1,1134,NA,NA,NA
2,1134,NA,NA,NA
3,1134,NA,NA,NA
4,1134,NA,NA,NA
5,1134,NA,NA,NA
6,1134,NA,NA,NA
7,1134,NA,NA,NA
8,1134,NA,NA,NA
9,1134,NA,NA,NA
10,1134,NA,NA,NA
11,1134,NA,NA,NA
12,1134,NA,NA,NA
1,1135,NA,NA,NA
2,1135,NA,NA,NA
3,1135,NA,NA,NA
4,1135,NA,NA,NA
5,1135,NA,NA,NA
6,1135,NA,NA,NA
7,1135,NA,NA,NA
8,1135,NA,NA,NA
9,1135,NA,NA,NA
10,1135,NA,NA,NA
11,1135,NA,NA,NA
12,1135,NA,NA,NA
1,1136,NA,NA,NA
2,1136,NA,NA,NA
3,1136,NA,NA,NA
4,1136,NA,NA,NA
5,1136,NA,NA,NA
6,1136,NA,NA,NA
7,1136,NA,NA,NA
8,1136,NA,NA,NA
9,1136,NA,NA,NA
10,1136,NA,NA,NA
11,1136,NA,NA,NA
12,1136,NA,NA,NA
1,1137,NA,NA,NA
2,1137,NA,NA,NA
3,1137,NA,NA,NA
4,1137,NA,NA,NA
5,1137,NA,NA,NA
6,1137,NA,NA,NA
7,1137,NA,NA,NA
8,1137,NA,NA,NA
9,1137,NA,NA,NA
10,1137,NA,NA,NA
11,1137,NA,NA,NA
12,1137,NA,NA,NA
1,1138,NA,NA,NA
2,1138,NA,NA,NA
3,1138,NA,NA,NA
4,1138,NA,NA,NA
5,1138,NA,NA,NA
6,1138,NA,NA,NA
7,1138,NA,NA,NA
8,1138,NA,NA,NA
9,1138,NA,NA,NA
10,1138,NA,NA,NA
11,1138,NA,NA,NA
12,1138,NA,NA,NA
1,1139,NA,NA,NA
2,1139,NA,NA,NA
3,1139,NA,NA,NA
4,1139,NA,NA,NA
5,1139,NA,NA,NA
6,1139,NA,NA,NA
7,1139,NA,NA,NA
8,1139,NA,NA,NA
9,1139,NA,NA,NA
10,1139,NA,NA,NA
11,1139,NA,NA,NA
12,1139,NA,NA,NA
1,1140,NA,NA,NA
2,1140,NA,NA,NA
3,1140,NA,NA,NA
4,1140,NA,NA,NA
5,1140,NA,NA,NA
6,1140,NA,NA,NA
7,1140,NA,NA,NA
8,1140,NA,NA,NA
9,1140,NA,NA,NA
10,1140,NA,NA,NA
11,1140,NA,NA,NA
12,1140,NA,NA,NA
1,1141,NA,NA,NA
2,1141,NA,NA,NA
3,1141,NA,NA,NA
4,1141,NA,NA,NA
5,1141,NA,NA,NA
6,1141,NA,NA,NA
7,1141,NA,NA,NA
8,1141,NA,NA,NA
9,1141,NA,NA,NA
10,1141,NA,NA,NA
11,1141,NA,NA,NA
12,1141,NA,NA,NA
1,1142,NA,NA,NA
2,1142,NA,NA,NA
3,1142,NA,NA,NA
4,1142,NA,NA,NA
5,1142,NA,NA,NA
6,1142,NA,NA,NA
7,1142,NA,NA,NA
8,1142,NA,NA,NA
9,1142,NA,NA,NA
10,1142,NA,NA,NA
11,1142,NA,NA,NA
12,1142,NA,NA,NA
1,1143,NA,NA,NA
2,1143,NA,NA,NA
3,1143,NA,NA,NA
4,1143,NA,NA,NA
5,1143,NA,NA,NA
6,1143,NA,NA,NA
7,1143,NA,NA,NA
8,1143,NA,NA,NA
9,1143,NA,NA,NA
10,1143,NA,NA,NA
11,1143,NA,NA,NA
12,1143,NA,NA,NA
1,1144,NA,NA,NA
2,1144,NA,NA,NA
3,1144,NA,NA,NA
4,1144,NA,NA,NA
5,1144,NA,NA,NA
6,1144,NA,NA,NA
7,1144,NA,NA,NA
8,1144,NA,NA,NA
9,1144,NA,NA,NA
10,1144,NA,NA,NA
11,1144,NA,NA,NA
12,1144,NA,NA,NA
1,1145,NA,NA,NA
2,1145,NA,NA,NA
3,1145,NA,NA,NA
4,1145,NA,NA,NA
5,1145,NA,NA,NA
6,1145,NA,NA,NA
7,1145,NA,NA,NA
8,1145,NA,NA,NA
9,1145,NA,NA,NA
10,1145,NA,NA,NA
11,1145,NA,NA,NA
12,1145,NA,NA,NA
1,1146,NA,NA,NA
2,1146,NA,NA,NA
3,1146,NA,NA,NA
4,1146,NA,NA,NA
5,1146,NA,NA,NA
6,1146,NA,NA,NA
7,1146,NA,NA,NA
8,1146,NA,NA,NA
9,1146,NA,NA,NA
10,1146,NA,NA,NA
11,1146,NA,NA,NA
12,1146,NA,NA,NA
1,1147,NA,NA,NA
2,1147,NA,NA,NA
3,1147,NA,NA,NA
4,1147,NA,NA,NA
5,1147,NA,NA,NA
6,1147,NA,NA,NA
7,1147,NA,NA,NA
8,1147,NA,NA,NA
9,1147,NA,NA,NA
10,1147,NA,NA,NA
11,1147,NA,NA,NA
12,1147,NA,NA,NA
1,1148,NA,NA,NA
2,1148,NA,NA,NA
3,1148,NA,NA,NA
4,1148,NA,NA,NA
5,1148,NA,NA,NA
6,1148,NA,NA,NA
7,1148,NA,NA,NA
8,1148,NA,NA,NA
9,1148,NA,NA,NA
10,1148,NA,NA,NA
11,1148,NA,NA,NA
12,1148,NA,NA,NA
1,1149,NA,NA,NA
2,1149,NA,NA,NA
3,1149,NA,NA,NA
4,1149,NA,NA,NA
5,1149,NA,NA,NA
6,1149,NA,NA,NA
7,1149,NA,NA,NA
8,1149,NA,NA,NA
9,1149,NA,NA,NA
10,1149,NA,NA,NA
11,1149,NA,NA,NA
12,1149,NA,NA,NA
1,1150,NA,NA,NA
2,1150,NA,NA,NA
3,1150,NA,NA,NA
4,1150,NA,NA,NA
5,1150,NA,NA,NA
6,1150,NA,NA,NA
7,1150,NA,NA,NA
8,1150,NA,NA,NA
9,1150,NA,NA,NA
10,1150,NA,NA,NA
11,1150,NA,NA,NA
12,1150,NA,NA,NA
1,1151,NA,NA,NA
2,1151,NA,NA,NA
3,1151,NA,NA,NA
4,1151,NA,NA,NA
5,1151,NA,NA,NA
6,1151,NA,NA,NA
7,1151,NA,NA,NA
8,1151,NA,NA,NA
9,1151,NA,NA,NA
10,1151,NA,NA,NA
11,1151,NA,NA,NA
12,1151,NA,NA,NA
1,1152,NA,NA,NA
2,1152,NA,NA,NA
3,1152,NA,NA,NA
4,1152,NA,NA,NA
5,1152,NA,NA,NA
6,1152,NA,NA,NA
7,1152,NA,NA,NA
8,1152,NA,NA,NA
9,1152,NA,NA,NA
10,1152,NA,NA,NA
11,1152,NA,NA,NA
12,1152,NA,NA,NA
1,1153,NA,NA,NA
2,1153,NA,NA,NA
3,1153,NA,NA,NA
4,1153,NA,NA,NA
5,1153,NA,NA,NA
6,1153,NA,NA,NA
7,1153,NA,NA,NA
8,1153,NA,NA,NA
9,1153,NA,NA,NA
10,1153,NA,NA,NA
11,1153,NA,NA,NA
12,1153,NA,NA,NA
1,1154,NA,NA,NA
2,1154,NA,NA,NA
3,1154,NA,NA,NA
4,1154,NA,NA,NA
5,1154,NA,NA,NA
6,1154,NA,NA,NA
7,1154,NA,NA,NA
8,1154,NA,NA,NA
9,1154,NA,NA,NA
10,1154,NA,NA,NA
11,1154,NA,NA,NA
12,1154,NA,NA,NA
1,1155,NA,NA,NA
2,1155,NA,NA,NA
3,1155,NA,NA,NA
4,1155,NA,NA,NA
5,1155,NA,NA,NA
6,1155,NA,NA,NA
7,1155,NA,NA,NA
8,1155,NA,NA,NA
9,1155,NA,NA,NA
10,1155,NA,NA,NA
11,1155,NA,NA,NA
12,1155,NA,NA,NA
1,1156,NA,NA,NA
2,1156,NA,NA,NA
3,1156,NA,NA,NA
4,1156,NA,NA,NA
5,1156,NA,NA,NA
6,1156,NA,NA,NA
7,1156,NA,NA,NA
8,1156,NA,NA,NA
9,1156,NA,NA,NA
10,1156,NA,NA,NA
11,1156,NA,NA,NA
12,1156,NA,NA,NA
1,1157,NA,NA,NA
2,1157,NA,NA,NA
3,1157,NA,NA,NA
4,1157,NA,NA,NA
5,1157,NA,NA,NA
6,1157,NA,NA,NA
7,1157,NA,NA,NA
8,1157,NA,NA,NA
9,1157,NA,NA,NA
10,1157,NA,NA,NA
11,1157,NA,NA,NA
12,1157,NA,NA,NA
1,1158,NA,NA,NA
2,1158,NA,NA,NA
3,1158,NA,NA,NA
4,1158,NA,NA,NA
5,1158,NA,NA,NA
6,1158,NA,NA,NA
7,1158,NA,NA,NA
8,1158,NA,NA,NA
9,1158,NA,NA,NA
10,1158,NA,NA,NA
11,1158,NA,NA,NA
12,1158,NA,NA,NA
1,1159,NA,NA,NA
2,1159,NA,NA,NA
3,1159,NA,NA,NA
4,1159,NA,NA,NA
5,1159,NA,NA,NA
6,1159,NA,NA,NA
7,1159,NA,NA,NA
8,1159,NA,NA,NA
9,1159,NA,NA,NA
10,1159,NA,NA,NA
11,1159,NA,NA,NA
12,1159,NA,NA,NA
1,1160,NA,NA,NA
2,1160,NA,NA,NA
3,1160,NA,NA,NA
4,1160,NA,NA,NA
5,1160,NA,NA,NA
6,1160,NA,NA,NA
7,1160,NA,NA,NA
8,1160,NA,NA,NA
9,1160,NA,NA,NA
10,1160,NA,NA,NA
11,1160,NA,NA,NA
12,1160,NA,NA,NA
1,1161,NA,NA,NA
2,1161,NA,NA,NA
3,1161,NA,NA,NA
4,1161,NA,NA,NA
5,1161,NA,NA,NA
6,1161,NA,NA,NA
7,1161,NA,NA,NA
8,1161,NA,NA,NA
9,1161,NA,NA,NA
10,1161,NA,NA,NA
11,1161,NA,NA,NA
12,1161,NA,NA,NA
1,1162,NA,NA,NA
2,1162,NA,NA,NA
3,1162,NA,NA,NA
4,1162,NA,NA,NA
5,1162,NA,NA,NA
6,1162,NA,NA,NA
7,1162,NA,NA,NA
8,1162,NA,NA,NA
9,1162,NA,NA,NA
10,1162,NA,NA,NA
11,1162,NA,NA,NA
12,1162,NA,NA,NA
1,1163,NA,NA,NA
2,1163,NA,NA,NA
3,1163,NA,NA,NA
4,1163,NA,NA,NA
5,1163,NA,NA,NA
6,1163,NA,NA,NA
7,1163,NA,NA,NA
8,1163,NA,NA,NA
9,1163,NA,NA,NA
10,1163,NA,NA,NA
11,1163,NA,NA,NA
12,1163,NA,NA,NA
1,1164,NA,NA,NA
2,1164,NA,NA,NA
3,1164,NA,NA,NA
4,1164,NA,NA,NA
5,1164,NA,NA,NA
6,1164,NA,NA,NA
7,1164,NA,NA,NA
8,1164,NA,NA,NA
9,1164,NA,NA,NA
10,1164,NA,NA,NA
11,1164,NA,NA,NA
12,1164,NA,NA,NA
1,1165,NA,NA,NA
2,1165,NA,NA,NA
3,1165,NA,NA,NA
4,1165,NA,NA,NA
5,1165,NA,NA,NA
6,1165,NA,NA,NA
7,1165,NA,NA,NA
8,1165,NA,NA,NA
9,1165,NA,NA,NA
10,1165,NA,NA,NA
11,1165,NA,NA,NA
12,1165,NA,NA,NA
1,1166,NA,NA,NA
2,1166,NA,NA,NA
3,1166,NA,NA,NA
4,1166,NA,NA,NA
5,1166,NA,NA,NA
6,1166,NA,NA,NA
7,1166,NA,NA,NA
8,1166,NA,NA,NA
9,1166,NA,NA,NA
10,1166,NA,NA,NA
11,1166,NA,NA,NA
12,1166,NA,NA,NA
1,1167,NA,NA,NA
2,1167,NA,NA,NA
3,1167,NA,NA,NA
4,1167,NA,NA,NA
5,1167,NA,NA,NA
6,1167,NA,NA,NA
7,1167,NA,NA,NA
8,1167,NA,NA,NA
9,1167,NA,NA,NA
10,1167,NA,NA,NA
11,1167,NA,NA,NA
12,1167,NA,NA,NA
1,1168,NA,NA,NA
2,1168,NA,NA,NA
3,1168,NA,NA,NA
4,1168,NA,NA,NA
5,1168,NA,NA,NA
6,1168,NA,NA,NA
7,1168,NA,NA,NA
8,1168,NA,NA,NA
9,1168,NA,NA,NA
10,1168,NA,NA,NA
11,1168,NA,NA,NA
12,1168,NA,NA,NA
1,1169,NA,NA,NA
2,1169,NA,NA,NA
3,1169,NA,NA,NA
4,1169,NA,NA,NA
5,1169,NA,NA,NA
6,1169,NA,NA,NA
7,1169,NA,NA,NA
8,1169,NA,NA,NA
9,1169,NA,NA,NA
10,1169,NA,NA,NA
11,1169,NA,NA,NA
12,1169,NA,NA,NA
1,1170,NA,NA,NA
2,1170,NA,NA,NA
3,1170,NA,NA,NA
4,1170,NA,NA,NA
5,1170,NA,NA,NA
6,1170,NA,NA,NA
7,1170,NA,NA,NA
8,1170,NA,NA,NA
9,1170,NA,NA,NA
10,1170,NA,NA,NA
11,1170,NA,NA,NA
12,1170,NA,NA,NA
1,1171,NA,NA,NA
2,1171,NA,NA,NA
3,1171,NA,NA,NA
4,1171,NA,NA,NA
5,1171,NA,NA,NA
6,1171,NA,NA,NA
7,1171,NA,NA,NA
8,1171,NA,NA,NA
9,1171,NA,NA,NA
10,1171,NA,NA,NA
11,1171,NA,NA,NA
12,1171,NA,NA,NA
1,1172,NA,NA,NA
2,1172,NA,NA,NA
3,1172,NA,NA,NA
4,1172,NA,NA,NA
5,1172,NA,NA,NA
6,1172,NA,NA,NA
7,1172,NA,NA,NA
8,1172,NA,NA,NA
9,1172,NA,NA,NA
10,1172,NA,NA,NA
11,1172,NA,NA,NA
12,1172,NA,NA,NA
1,1173,NA,NA,NA
2,1173,NA,NA,NA
3,1173,NA,NA,NA
4,1173,NA,NA,NA
5,1173,NA,NA,NA
6,1173,NA,NA,NA
7,1173,NA,NA,NA
8,1173,NA,NA,NA
9,1173,NA,NA,NA
10,1173,NA,NA,NA
11,1173,NA,NA,NA
12,1173,NA,NA,NA
1,1174,NA,NA,NA
2,1174,NA,NA,NA
3,1174,NA,NA,NA
4,1174,NA,NA,NA
5,1174,NA,NA,NA
6,1174,NA,NA,NA
7,1174,NA,NA,NA
8,1174,NA,NA,NA
9,1174,NA,NA,NA
10,1174,NA,NA,NA
11,1174,NA,NA,NA
12,1174,NA,NA,NA
1,1175,NA,NA,NA
2,1175,NA,NA,NA
3,1175,NA,NA,NA
4,1175,NA,NA,NA
5,1175,NA,NA,NA
6,1175,NA,NA,NA
7,1175,NA,NA,NA
8,1175,NA,NA,NA
9,1175,NA,NA,NA
10,1175,NA,NA,NA
11,1175,NA,NA,NA
12,1175,NA,NA,NA
1,1176,NA,NA,NA
2,1176,NA,NA,NA
3,1176,NA,NA,NA
4,1176,NA,NA,NA
5,1176,NA,NA,NA
6,1176,NA,NA,NA
7,1176,NA,NA,NA
8,1176,NA,NA,NA
9,1176,NA,NA,NA
10,1176,NA,NA,NA
11,1176,NA,NA,NA
12,1176,NA,NA,NA
1,1177,NA,NA,NA
2,1177,NA,NA,NA
3,1177,NA,NA,NA
4,1177,NA,NA,NA
5,1177,NA,NA,NA
6,1177,NA,NA,NA
7,1177,NA,NA,NA
8,1177,NA,NA,NA
9,1177,NA,NA,NA
10,1177,NA,NA,NA
11,1177,NA,NA,NA
12,1177,NA,NA,NA
1,1178,NA,NA,NA
2,1178,NA,NA,NA
3,1178,NA,NA,NA
4,1178,NA,NA,NA
5,1178,NA,NA,NA
6,1178,NA,NA,NA
7,1178,NA,NA,NA
8,1178,NA,NA,NA
9,1178,NA,NA,NA
10,1178,NA,NA,NA
11,1178,NA,NA,NA
12,1178,NA,NA,NA
1,1179,NA,NA,NA
2,1179,NA,NA,NA
3,1179,NA,NA,NA
4,1179,NA,NA,NA
5,1179,NA,NA,NA
6,1179,NA,NA,NA
7,1179,NA,NA,NA
8,1179,NA,NA,NA
9,1179,NA,NA,NA
10,1179,NA,NA,NA
11,1179,NA,NA,NA
12,1179,NA,NA,NA
1,1180,NA,NA,NA
2,1180,NA,NA,NA
3,1180,NA,NA,NA
4,1180,NA,NA,NA
5,1180,NA,NA,NA
6,1180,NA,NA,NA
7,1180,NA,NA,NA
8,1180,NA,NA,NA
9,1180,NA,NA,NA
10,1180,NA,NA,NA
11,1180,NA,NA,NA
12,1180,NA,NA,NA
1,1181,NA,NA,NA
2,1181,NA,NA,NA
3,1181,NA,NA,NA
4,1181,NA,NA,NA
5,1181,NA,NA,NA
6,1181,NA,NA,NA
7,1181,NA,NA,NA
8,1181,NA,NA,NA
9,1181,NA,NA,NA
10,1181,NA,NA,NA
11,1181,NA,NA,NA
12,1181,NA,NA,NA
1,1182,NA,NA,NA
2,1182,NA,NA,NA
3,1182,NA,NA,NA
4,1182,NA,NA,NA
5,1182,NA,NA,NA
6,1182,NA,NA,NA
7,1182,NA,NA,NA
8,1182,NA,NA,NA
9,1182,NA,NA,NA
10,1182,NA,NA,NA
11,1182,NA,NA,NA
12,1182,NA,NA,NA
1,1183,NA,NA,NA
2,1183,NA,NA,NA
3,1183,NA,NA,NA
4,1183,NA,NA,NA
5,1183,NA,NA,NA
6,1183,NA,NA,NA
7,1183,NA,NA,NA
8,1183,NA,NA,NA
9,1183,NA,NA,NA
10,1183,NA,NA,NA
11,1183,NA,NA,NA
12,1183,NA,NA,NA
1,1184,NA,NA,NA
2,1184,NA,NA,NA
3,1184,NA,NA,NA
4,1184,NA,NA,NA
5,1184,NA,NA,NA
6,1184,NA,NA,NA
7,1184,NA,NA,NA
8,1184,NA,NA,NA
9,1184,NA,NA,NA
10,1184,NA,NA,NA
11,1184,NA,NA,NA
12,1184,NA,NA,NA
1,1185,NA,NA,NA
2,1185,NA,NA,NA
3,1185,NA,NA,NA
4,1185,NA,NA,NA
5,1185,NA,NA,NA
6,1185,NA,NA,NA
7,1185,NA,NA,NA
8,1185,NA,NA,NA
9,1185,NA,NA,NA
10,1185,NA,NA,NA
11,1185,NA,NA,NA
12,1185,NA,NA,NA
1,1186,NA,NA,NA
2,1186,NA,NA,NA
3,1186,NA,NA,NA
4,1186,NA,NA,NA
5,1186,NA,NA,NA
6,1186,NA,NA,NA
7,1186,NA,NA,NA
8,1186,NA,NA,NA
9,1186,NA,NA,NA
10,1186,NA,NA,NA
11,1186,NA,NA,NA
12,1186,NA,NA,NA
1,1187,NA,NA,NA
2,1187,NA,NA,NA
3,1187,NA,NA,NA
4,1187,NA,NA,NA
5,1187,NA,NA,NA
6,1187,NA,NA,NA
7,1187,NA,NA,NA
8,1187,NA,NA,NA
9,1187,NA,NA,NA
10,1187,NA,NA,NA
11,1187,NA,NA,NA
12,1187,NA,NA,NA
1,1188,NA,NA,NA
2,1188,NA,NA,NA
3,1188,NA,NA,NA
4,1188,NA,NA,NA
5,1188,NA,NA,NA
6,1188,NA,NA,NA
7,1188,NA,NA,NA
8,1188,NA,NA,NA
9,1188,NA,NA,NA
10,1188,NA,NA,NA
11,1188,NA,NA,NA
12,1188,NA,NA,NA
1,1189,NA,NA,NA
2,1189,NA,NA,NA
3,1189,NA,NA,NA
4,1189,NA,NA,NA
5,1189,NA,NA,NA
6,1189,NA,NA,NA
7,1189,NA,NA,NA
8,1189,NA,NA,NA
9,1189,NA,NA,NA
10,1189,NA,NA,NA
11,1189,NA,NA,NA
12,1189,NA,NA,NA
1,1190,NA,NA,NA
2,1190,NA,NA,NA
3,1190,NA,NA,NA
4,1190,NA,NA,NA
5,1190,NA,NA,NA
6,1190,NA,NA,NA
7,1190,NA,NA,NA
8,1190,NA,NA,NA
9,1190,NA,NA,NA
10,1190,NA,NA,NA
11,1190,NA,NA,NA
12,1190,NA,NA,NA
1,1191,NA,NA,NA
2,1191,NA,NA,NA
3,1191,NA,NA,NA
4,1191,NA,NA,NA
5,1191,NA,NA,NA
6,1191,NA,NA,NA
7,1191,NA,NA,NA
8,1191,NA,NA,NA
9,1191,NA,NA,NA
10,1191,NA,NA,NA
11,1191,NA,NA,NA
12,1191,NA,NA,NA
1,1192,NA,NA,NA
2,1192,NA,NA,NA
3,1192,NA,NA,NA
4,1192,NA,NA,NA
5,1192,NA,NA,NA
6,1192,NA,NA,NA
7,1192,NA,NA,NA
8,1192,NA,NA,NA
9,1192,NA,NA,NA
10,1192,NA,NA,NA
11,1192,NA,NA,NA
12,1192,NA,NA,NA
1,1193,NA,NA,NA
2,1193,NA,NA,NA
3,1193,NA,NA,NA
4,1193,NA,NA,NA
5,1193,NA,NA,NA
6,1193,NA,NA,NA
7,1193,NA,NA,NA
8,1193,NA,NA,NA
9,1193,NA,NA,NA
10,1193,NA,NA,NA
11,1193,NA,NA,NA
12,1193,NA,NA,NA
1,1194,NA,NA,NA
2,1194,NA,NA,NA
3,1194,NA,NA,NA
4,1194,NA,NA,NA
5,1194,NA,NA,NA
6,1194,NA,NA,NA
7,1194,NA,NA,NA
8,1194,NA,NA,NA
9,1194,NA,NA,NA
10,1194,NA,NA,NA
11,1194,NA,NA,NA
12,1194,NA,NA,NA
1,1195,NA,NA,NA
2,1195,NA,NA,NA
3,1195,NA,NA,NA
4,1195,NA,NA,NA
5,1195,NA,NA,NA
6,1195,NA,NA,NA
7,1195,NA,NA,NA
8,1195,NA,NA,NA
9,1195,NA,NA,NA
10,1195,NA,NA,NA
11,1195,NA,NA,NA
12,1195,NA,NA,NA
1,1196,NA,NA,NA
2,1196,NA,NA,NA
3,1196,NA,NA,NA
4,1196,NA,NA,NA
5,1196,NA,NA,NA
6,1196,NA,NA,NA
7,1196,NA,NA,NA
8,1196,NA,NA,NA
9,1196,NA,NA,NA
10,1196,NA,NA,NA
11,1196,NA,NA,NA
12,1196,NA,NA,NA
1,1197,NA,NA,NA
2,1197,NA,NA,NA
3,1197,NA,NA,NA
4,1197,NA,NA,NA
5,1197,NA,NA,NA
6,1197,NA,NA,NA
7,1197,NA,NA,NA
8,1197,NA,NA,NA
9,1197,NA,NA,NA
10,1197,NA,NA,NA
11,1197,NA,NA,NA
12,1197,NA,NA,NA
1,1198,NA,NA,NA
2,1198,NA,NA,NA
3,1198,NA,NA,NA
4,1198,NA,NA,NA
5,1198,NA,NA,NA
6,1198,NA,NA,NA
7,1198,NA,NA,NA
8,1198,NA,NA,NA
9,1198,NA,NA,NA
10,1198,NA,NA,NA
11,1198,NA,NA,NA
12,1198,NA,NA,NA
1,1199,NA,NA,NA
2,1199,NA,NA,NA
3,1199,NA,NA,NA
4,1199,NA,NA,NA
5,1199,NA,NA,NA
6,1199,NA,NA,NA
7,1199,NA,NA,NA
8,1199,NA,NA,NA
9,1199,NA,NA,NA
10,1199,NA,NA,NA
11,1199,NA,NA,NA
12,1199,NA,NA,NA
1,1200,NA,NA,NA
2,1200,NA,NA,NA
3,1200,NA,NA,NA
4,1200,NA,NA,NA
5,1200,NA,NA,NA
6,1200,NA,NA,NA
7,1200,NA,NA,NA
8,1200,NA,NA,NA
9,1200,NA,NA,NA
10,1200,NA,NA,NA
11,1200,NA,NA,NA
12,1200,NA,NA,NA
1,1201,NA,NA,NA
2,1201,NA,NA,NA
3,1201,NA,NA,NA
4,1201,NA,NA,NA
5,1201,NA,NA,NA
6,1201,NA,NA,NA
7,1201,NA,NA,NA
8,1201,NA,NA,NA
9,1201,NA,NA,NA
10,1201,NA,NA,NA
11,1201,NA,NA,NA
12,1201,NA,NA,NA
1,1202,NA,NA,NA
2,1202,NA,NA,NA
3,1202,NA,NA,NA
4,1202,NA,NA,NA
5,1202,NA,NA,NA
6,1202,NA,NA,NA
7,1202,NA,NA,NA
8,1202,NA,NA,NA
9,1202,NA,NA,NA
10,1202,NA,NA,NA
11,1202,NA,NA,NA
12,1202,NA,NA,NA
1,1203,NA,NA,NA
2,1203,NA,NA,NA
3,1203,NA,NA,NA
4,1203,NA,NA,NA
5,1203,NA,NA,NA
6,1203,NA,NA,NA
7,1203,NA,NA,NA
8,1203,NA,NA,NA
9,1203,NA,NA,NA
10,1203,NA,NA,NA
11,1203,NA,NA,NA
12,1203,NA,NA,NA
1,1204,NA,NA,NA
2,1204,NA,NA,NA
3,1204,NA,NA,NA
4,1204,NA,NA,NA
5,1204,NA,NA,NA
6,1204,NA,NA,NA
7,1204,NA,NA,NA
8,1204,NA,NA,NA
9,1204,NA,NA,NA
10,1204,NA,NA,NA
11,1204,NA,NA,NA
12,1204,NA,NA,NA
1,1205,NA,NA,NA
2,1205,NA,NA,NA
3,1205,NA,NA,NA
4,1205,NA,NA,NA
5,1205,NA,NA,NA
6,1205,NA,NA,NA
7,1205,NA,NA,NA
8,1205,NA,NA,NA
9,1205,NA,NA,NA
10,1205,NA,NA,NA
11,1205,NA,NA,NA
12,1205,NA,NA,NA
1,1206,NA,NA,NA
2,1206,NA,NA,NA
3,1206,NA,NA,NA
4,1206,NA,NA,NA
5,1206,NA,NA,NA
6,1206,NA,NA,NA
7,1206,NA,NA,NA
8,1206,NA,NA,NA
9,1206,NA,NA,NA
10,1206,NA,NA,NA
11,1206,NA,NA,NA
12,1206,NA,NA,NA
1,1207,NA,NA,NA
2,1207,NA,NA,NA
3,1207,NA,NA,NA
4,1207,NA,NA,NA
5,1207,NA,NA,NA
6,1207,NA,NA,NA
7,1207,NA,NA,NA
8,1207,NA,NA,NA
9,1207,NA,NA,NA
10,1207,NA,NA,NA
11,1207,NA,NA,NA
12,1207,NA,NA,NA
1,1208,NA,NA,NA
2,1208,NA,NA,NA
3,1208,NA,NA,NA
4,1208,NA,NA,NA
5,1208,NA,NA,NA
6,1208,NA,NA,NA
7,1208,NA,NA,NA
8,1208,NA,NA,NA
9,1208,NA,NA,NA
10,1208,NA,NA,NA
11,1208,NA,NA,NA
12,1208,NA,NA,NA
1,1209,NA,NA,NA
2,1209,NA,NA,NA
3,1209,NA,NA,NA
4,1209,NA,NA,NA
5,1209,NA,NA,NA
6,1209,NA,NA,NA
7,1209,NA,NA,NA
8,1209,NA,NA,NA
9,1209,NA,NA,NA
10,1209,NA,NA,NA
11,1209,NA,NA,NA
12,1209,NA,NA,NA
1,1210,NA,NA,NA
2,1210,NA,NA,NA
3,1210,NA,NA,NA
4,1210,NA,NA,NA
5,1210,NA,NA,NA
6,1210,NA,NA,NA
7,1210,NA,NA,NA
8,1210,NA,NA,NA
9,1210,NA,NA,NA
10,1210,NA,NA,NA
11,1210,NA,NA,NA
12,1210,NA,NA,NA
1,1211,NA,NA,NA
2,1211,NA,NA,NA
3,1211,NA,NA,NA
4,1211,NA,NA,NA
5,1211,NA,NA,NA
6,1211,NA,NA,NA
7,1211,NA,NA,NA
8,1211,NA,NA,NA
9,1211,NA,NA,NA
10,1211,NA,NA,NA
11,1211,NA,NA,NA
12,1211,NA,NA,NA
1,1212,NA,NA,NA
2,1212,NA,NA,NA
3,1212,NA,NA,NA
4,1212,NA,NA,NA
5,1212,NA,NA,NA
6,1212,NA,NA,NA
7,1212,NA,NA,NA
8,1212,NA,NA,NA
9,1212,NA,NA,NA
10,1212,NA,NA,NA
11,1212,NA,NA,NA
12,1212,NA,NA,NA
1,1213,NA,NA,NA
2,1213,NA,NA,NA
3,1213,NA,NA,NA
4,1213,NA,NA,NA
5,1213,NA,NA,NA
6,1213,NA,NA,NA
7,1213,NA,NA,NA
8,1213,NA,NA,NA
9,1213,NA,NA,NA
10,1213,NA,NA,NA
11,1213,NA,NA,NA
12,1213,NA,NA,NA
1,1214,NA,NA,NA
2,1214,NA,NA,NA
3,1214,NA,NA,NA
4,1214,NA,NA,NA
5,1214,NA,NA,NA
6,1214,NA,NA,NA
7,1214,NA,NA,NA
8,1214,NA,NA,NA
9,1214,NA,NA,NA
10,1214,NA,NA,NA
11,1214,NA,NA,NA
12,1214,NA,NA,NA
1,1215,NA,NA,NA
2,1215,NA,NA,NA
3,1215,NA,NA,NA
4,1215,NA,NA,NA
5,1215,NA,NA,NA
